name,position,year,round
L. Hamilton,,2018,9
S. Vettel,1,2018,10
L. Hamilton,2,2018,10
K. Räikkönen,3,2018,10
F. Alonso,8,2018,10
L. Hamilton,1,2018,11
K. Räikkönen,3,2018,11
F. Alonso,16,2018,11
S. Vettel,,2018,11
L. Hamilton,1,2018,12
S. Vettel,2,2018,12
K. Räikkönen,3,2018,12
F. Alonso,8,2018,12
S. Vettel,1,2018,13
L. Hamilton,2,2018,13
K. Räikkönen,,2018,13
F. Alonso,,2018,13
L. Hamilton,1,2018,14
K. Räikkönen,2,2018,14
S. Vettel,4,2018,14
F. Alonso,,2018,14
L. Hamilton,1,2018,15
S. Vettel,3,2018,15
K. Räikkönen,5,2018,15
F. Alonso,7,2018,15
L. Hamilton,1,2018,16
S. Vettel,3,2018,16
K. Räikkönen,4,2018,16
F. Alonso,14,2018,16
L. Hamilton,1,2018,17
K. Räikkönen,5,2018,17
S. Vettel,6,2018,17
F. Alonso,14,2018,17
K. Räikkönen,1,2018,18
L. Hamilton,3,2018,18
S. Vettel,4,2018,18
F. Alonso,,2018,18
S. Vettel,2,2018,19
K. Räikkönen,3,2018,19
L. Hamilton,4,2018,19
F. Alonso,,2018,19
L. Hamilton,1,2018,20
K. Räikkönen,3,2018,20
S. Vettel,6,2018,20
F. Alonso,17,2018,20
L. Hamilton,1,2018,21
S. Vettel,2,2018,21
F. Alonso,11,2018,21
K. Räikkönen,,2018,21
L. Hamilton,2,2019,1
S. Vettel,4,2019,1
K. Räikkönen,8,2019,1
L. Hamilton,1,2019,2
S. Vettel,5,2019,2
K. Räikkönen,7,2019,2
L. Hamilton,1,2019,3
S. Vettel,3,2019,3
K. Räikkönen,9,2019,3
L. Hamilton,2,2019,4
S. Vettel,3,2019,4
K. Räikkönen,10,2019,4
L. Hamilton,1,2019,5
S. Vettel,4,2019,5
K. Räikkönen,14,2019,5
J. Clark,,1964,9
L. Hamilton,1,2019,6
S. Vettel,2,2019,6
K. Räikkönen,17,2019,6
L. Hamilton,1,2019,7
S. Vettel,2,2019,7
K. Räikkönen,15,2019,7
L. Hamilton,1,2019,8
S. Vettel,5,2019,8
K. Räikkönen,7,2019,8
S. Vettel,4,2019,9
L. Hamilton,5,2019,9
K. Räikkönen,9,2019,9
L. Hamilton,1,2019,10
K. Räikkönen,8,2019,10
S. Vettel,16,2019,10
S. Vettel,2,2019,11
L. Hamilton,9,2019,11
K. Räikkönen,12,2019,11
L. Hamilton,1,2019,12
S. Vettel,3,2019,12
K. Räikkönen,7,2019,12
L. Hamilton,2,2019,13
S. Vettel,4,2019,13
K. Räikkönen,16,2019,13
L. Hamilton,3,2019,14
S. Vettel,13,2019,14
K. Räikkönen,15,2019,14
S. Vettel,1,2019,15
L. Hamilton,4,2019,15
K. Räikkönen,,2019,15
L. Hamilton,1,2019,16
K. Räikkönen,13,2019,16
S. Vettel,,2019,16
S. Vettel,2,2019,17
L. Hamilton,3,2019,17
K. Räikkönen,12,2019,17
L. Hamilton,1,2019,18
S. Vettel,2,2019,18
K. Räikkönen,,2019,18
L. Hamilton,2,2019,19
K. Räikkönen,11,2019,19
S. Vettel,,2019,19
K. Räikkönen,4,2019,20
L. Hamilton,7,2019,20
S. Vettel,17,2019,20
L. Hamilton,1,2019,21
S. Vettel,5,2019,21
K. Räikkönen,13,2019,21
L. Hamilton,4,2020,1
S. Vettel,10,2020,1
K. Räikkönen,,2020,1
L. Hamilton,1,2020,2
K. Räikkönen,11,2020,2
S. Vettel,,2020,2
L. Hamilton,1,2020,3
S. Vettel,6,2020,3
K. Räikkönen,15,2020,3
L. Hamilton,1,2020,4
S. Vettel,10,2020,4
K. Räikkönen,17,2020,4
L. Hamilton,2,2020,5
S. Vettel,12,2020,5
K. Räikkönen,15,2020,5
L. Hamilton,1,2020,6
S. Vettel,7,2020,6
K. Räikkönen,14,2020,6
L. Hamilton,1,2020,7
K. Räikkönen,12,2020,7
S. Vettel,13,2020,7
L. Hamilton,7,2020,8
K. Räikkönen,13,2020,8
S. Vettel,,2020,8
L. Hamilton,1,2020,9
K. Räikkönen,9,2020,9
S. Vettel,10,2020,9
L. Hamilton,3,2020,10
S. Vettel,13,2020,10
K. Räikkönen,14,2020,10
L. Hamilton,1,2020,11
S. Vettel,11,2020,11
K. Räikkönen,12,2020,11
